tweet,sentiment1
disney probably spend billion creating covid-19 vaccine black widow open may 1st .,0
kala nyo vaccine lang may 2nd dose ahh . dolomite din meron . charot !,2
"stunning declaration authority , hhs secretary alex azar week barred nation 's health agency , including fda , signing new rule regarding nation 's food , medicine , medical device product , including vaccine . http : //t.co/fglhx0y6at",1
breaking : moderna say will ask u.s. european regulator allow emergency use covid-19 vaccine new study result confirm shot offer strong protection . http : //t.co/iz4jno5uiq,1
"16,875,536 people now first covid vaccine . 're offered vaccine nh , make sure come forward protect , community & amp ; nh . 'll , together .",1
"announced first participant dosed phase 2/3 study , called kidcove study , mrna-1273 , vaccine candidate covid-19 , child age 6 month le 12 year . read : http : //t.co/fpq2nccrxr http : //t.co/owz0uet8e1",1
"12 hour got 1st vaccine shot , far soreness injected arm . worst ?",0
'm eyeballing math 'm mistaken 're 700 time likely shot united state year serious blood clot vaccine,1
"prince wale today visited @ jesushouseuk london , new nh vaccine pop-up clinic put action . led pastor agu irukwu , church working hard support local community coronavirus pandemic combat vaccine hesitancy . http : //t.co/4dzhm8njdv",0
"new : pr firm paid whopping fee advise kate bingham , head uk 's vaccine task force , two director - one longstanding business associate sir humpry wakefield ... dominic cummings father law http : //t.co/pe1k8wug0x big story @ pickardje http : //t.co/9iafzcalwq",0
isn ’ t interesting president biden didn ’ t one question # covid19 yesterday ? maybe president biden wasn ’ t eager talk president trump ’ s vaccine solved ?,1
"’ s brilliant @ valnevase starting large-scale manufacture potential vaccine , creating 100 high-skilled job livingston facility . ’ ve secured 60m dos due delivered end year approved use . http : //t.co/4pdubczlvl",1
"till date , india supplied 62.6 million vaccine dos 95 country 10.6 million dos grant ( donation ) vulnerable nation . firefighting home . today usa required reserve n't want help india produce vaccine . http : //t.co/i0tpmazyvn",2
"tremendous news new case today fallen 22k . lockdown brutal , something u yearn avoid - * * working . , along vaccine , reason hope 💙",0
wife giving covid vaccine getting covid vaccine awe selflessness,2
"pallavi , according going go factory factory asking : ‘ hello ! searching vaccine ! , chance , happen make one ? ’ funny ! 😄😄",2
aurangzeb great seer 1695 predicted covid pandemic 2020 . ordered chef audrey truschke make 786 % effective vaccine future mankind n't suffer audrey . sadly vaccine destroyed maratha 1737 aurangzeb 's death .,1
"u vaccine cheese sausage counter , even good friday . http : //t.co/ycpkbpb4fv",1
cut line . demand people ca n't vaccine continue put risk . take `` service '' part public servant . http : //t.co/8vyjrvwkxr,2
"jenn gate , medical school student daughter bill melinda gate , reveals ’ s received first dose covid-19 vaccine . add caption : “ sadly , vaccine implant genius father brain . mrna power ! ” http : //t.co/gu4emmnlrq",0
president biden start cnn town hall telling anderson cooper end july vaccine dose will available every american .,1
wow 😳 new hiv vaccine 97 % antibody response rate phase human trial . effective trial hiv vaccine date . based moderna 's covid vaccine . covid tech acceleration change rx cancer & amp ; hiv future . http : //t.co/3nl0ujj6xw,1
fact ’ re getting text government telling u register covid vaccine absurd .,0
kirkland vaccine good dozen dos,1
"`` 'm doctor , trust science . ’ m told , reason , people trust ... trust , ’ ll vaccine , '' morgan freeman said . http : //t.co/kxy789fsh7",2
"𝐕𝐚𝐜𝐜𝐢𝐧𝐞 𝐔𝐩𝐝𝐚𝐭𝐞 : - 24,839,906 people vaccinated - 1,663,646 received vaccine dos - yesterday , team administered 440,051 dos 𝐀 𝐟𝐚𝐧𝐭𝐚𝐬𝐭𝐢𝐜 𝐭𝐞𝐚𝐦 𝐞𝐟𝐟𝐨𝐫𝐭 🇬🇧",2
"“ im taking vaccine , idk it. ” http : //t.co/2t4oiio2ve",2
enough staff vaccinate never excuse vaccine rollout . plenty evidence countless md & amp ; rn ( incl ) ready work/volunteer extra shift staff clinic . thousand med student & amp ; nursing student trained & amp ; supervised .,1
"addison rae recent interview : `` honestly n't million follower tik tok n't allowed vaccine . n't give fuck 're old , n't go viral n't deserve live . ''",1
"45 volunteer given dose march developed neutralizing antibody . now 30,000 people experimental vaccine . “ matter slice , good news , ” dr. anthony fauci told ap . http : //t.co/arfd9flt5i",1
"vaccine stupid developed , bernie free",0
democrat governor sent virus nursing home . trump sending vaccine .,2
"next stop : inhaled covid vaccine ! advantage : - needle free - tech administer - may require cold chain - reduces infection , transmission - potential flu/covid combo developed uk , u , india , hong kong . arriving 2021 ...",0
"new ad campaign , former president jimmy carter , bill clinton , george w. bush , barack obama respective former first lady urging american coronavirus vaccine turn http : //t.co/tvfcxtwb1e http : //t.co/o9iiys7v72",1
"snl skewer marjorie taylor greene , vaccine rollout gamestop , reminding u thing still bad http : //t.co/t9iimrhibu",0
"today one day want say , ’ ve . go ahead say . vaccine way . need stay tougher covid longer .",2
"week eu failed give regulatory permission astraz vaccine , implying problem . now ’ s cross u.k. got vaccinated people . apologise attack az worked hard .",0
"seeing american age twitter vaccinated every day canadian , vaccine seems strange rumour maybe myth http : //t.co/5axgcy2jho",0
"every senate democrat voted hundred billion dollar covid-19 relief . blocked money school , testing , vaccine , unemployment insurance , paycheck protection program . goal clear : help american family election .",1
chief executive pharmaceutical giant astrazeneca told sky news know potential covid-19 vaccine working team scientist university oxford work `` june july '',2
"ron desantis say medium wo n't tell full story publix got exclusive vaccine deal . well , 've trying three month . even paid public record . state still n't turned . http : //t.co/hhozwuoic4",1
"sharing data . whether agree 's accuracy , proven vaccine beneficial , protect covid , still +tive protect serious covid . healthcare system completely overwhelmed . way forward vaccinate huge number . http : //t.co/m3opnuddso",1
morrison ’ s vaccine strategy now exercise governmental incompetence . don ’ t set target know ’ ll easy meet . set impose discipline give something strive . “ target ” mean “ plan ” . http : //t.co/vhqrbkz3g3,1
"`` one , administration one , came vaccine '' -- trump ( first fda-approved coronavirus vaccine developed pfizer last year without direct help federal government ) http : //t.co/qgmb78gbum",1
willingness vaccine began zero plummeted inverse proportion level coercion .,2
amount people saying ’ re taking vaccine fly holiday unbelievable . ’ m starting believe intelligence test . people shallow gullible ?,1
took first dose vaccine today ....,1
"actually work , think helping u vaccine .",2
"retweet think ron desantis distributing vaccine fairly , wealthy donor buddy .",1
"piss vaccine debacle government managed whole thing properly april december , rolling vaccine backdrop hundred case day , trying jab way shitstorm .",1
really show vaccine documentation go pint ? son young jabbed ? nightmare struggling landlord . totally unworkable . http : //t.co/9no4sef4xz,1
"first kfc open # srinagar people gone bonkers . friend said “ yai fried chicken ke dukaan hai , covid ka vaccine nahee. ” # covid19 . http : //t.co/zibn4w1szd",0
dr. fauci `` ultimate game changer will vaccine '' `` right target year year half '' vaccine,0
"boy , think may found vaccine coronavirus . must absorb blood nelson agholor . man ca n't catch anything . coronavirus stand chance adversary . someone cdc information asap .",2
"today , president @ realdonaldtrump announced new partnership major u.s. tech company university unleash world 's powerful supercomputer covid-19 research , greatly accelerating scientific discovery treatment vaccine . http : //t.co/hev1jwc78z",1
worrying part 3rd # nationallockdown suggests government ’ s entire plan u pandemic lockdown vaccine . nothing test & amp ; trace ; nothing supporting isolation . nothing restricting travel # r4today,1
civil right attorney oregon filed case arguing cruel unusual punishment exclude people incarcerated covid vaccine . won . facility must give vaccine want .,0
"hello , south carolina ! heading vaccine briefing @ henrymcmaster discus distribution plan . president @ realdonaldtrump , american company working warp speed deliver safe effective vaccine !",1
dr. fauci say demonstration prolong shutdown .. let dr. fauci know think tyrannical vaccine b ...,2
👏👏👏ilhan omar say wo n't covid-19 vaccine immediately congress member 'not important ' frontline worker http : //t.co/04dkrbvq1m,1
"vaccine one meijer , incorrect . , many meijer store vaccine — many meijers 😉",1
"friendly reminder trump ’ ve gotten u additional 100 million vaccine dos pfizer declined offer several time now ’ t june genius move , captain ouchie foot",1
`` arent u worried whats vaccine ? '' girl ive sitting front computer life absorbing gamma ray shit think im good,1
"update : week throughout april may , ’ re scheduled million dos pfizer ’ s covid-19 vaccine . june , ’ re moving dos expected later summer - mean ’ ll 9.6 million dos month pfizer alone .",0
"absolutely respect right vaccine , wish ’ d choosing exercise right . 🤷🏼‍♀️",1
’ m honored welcome @ potus today # nih visit vaccine research center update latest nih # covid19 research . watch remark live @ nih ’ s twitter facebook page approximately 4:30pm et .,1
5lakh vaccine dos wasted maha . isn ’ t news ? discus .,0
"happy scott morrison ’ s mum got vaccinated today . mum ’ s 70 called local gp getting vaccinated told ’ s 700 people waiting list , currently vaccine stock ’ ll wait least two month .",1
"president trump promised , “ expect enough vaccine every american april. ” turn thanks leadership operation warp speed , right .",1
show john cusack want world free racism inequity stage fake pandemic order expedite vaccine approval vaccine steralizes people crazy show year called utopia lol,1
"'ve vaccine scheduling & amp ; today canvassed 8 block business sunset park , making appointment spot phone people working food truck , laundromat , bodega , barber shop . 're vaccinated & amp ; , outreach . people want appts & amp ; need access",2
one dose oxford vaccine : - 76 % efficacy symptomatic covid day 22 . - 100 % effective stopping hospitalisation day 22 . two dos oxford vaccine : - 54 % reduction transmission -antibody response stronger longer interval dose .,1
"mask 😷 actually prevent spread # covid19 # sarscov2 ? bet . # arizone mandated mask use , new case covid plummeted 75 % . may # vaccine 75 % effective anytime soon , mask , folk . work . http : //t.co/i3xiobpd04",1
close acquaintance mine died covid sunday . saddens death offered vaccine refused wanted see others reacted .,2
don ’ t understand people aren ’ t risk * wanting * covid vaccine . ’ t imagine living world fear hysteria . data show lifting weight actually deadlier .,2
"`` government n't want people asking question . '' julia want nadhim zahawi mp , covid vaccine deployment minister , answer question refusing appear show . watch talkradio live ► http : //t.co/38qrdggexv @ juliahb1 | @ nadhimzahawi http : //t.co/hqo6lmol2w",1
@ the_real_bnell feel creed “ know guy ” vaccine early,1
"will getting covid vaccine , don ’ t imagine ’ ll trust another vaccine coercive campaign .",2
"@ marcorubio remember , marco ? chance unify country . cut line got vaccine first deserving american . http : //t.co/mvlxx9ctut",1
"poll get important point . 's j & amp ; j pause necessarily increase vaccine hesitancy population overall . , least according data , among people `` wait-and-see '' camp , folk need reach right now . http : //t.co/elgseqqyqf",1
criticising eu enough vaccine criticising eu going far vaccine ... least 've stopped expecting brexiteers consistent .,1
"unbelievably irresponsible uk ’ s sensational vaccine rollout uk ’ s prime minister , now lockdown zealot . truly depressing stuff . http : //t.co/g4mjafcbmc",1
"new liberal talking point crack : “ ’ re going vaccine passport ’ re going throw huge party won ’ t invited. ” want tell ... ’ re already fun , ’ re hiding , don ’ t want hang anyway . 😂",1
"vaccine quick easy , literally take second 's available",1
one key lesson every non-economist need understand right now : vaccine rollout worth 100 time spend . pour crazy amount money vaccine rollout . guarantee will regret . israel 🇮🇱 eu🇪🇺 .,1
breaking : pier corbyn arrested distributing leaflet comparing vaccine programme auschwitz . story follow ...,2
plan u # covid19 war • lockdown • waiting vaccine • revers case week true public health approach focused ppl end public health * war * . rapid at-home covid testing http : //t.co/vqzazevmzv,1
"vaccine ca n't give covid , n't contain live virus cause covid . 're messenger teach immune kill virus , disappear .",1
"astrazeneca vaccine effective , perfectly safe . information , please re-read tweet .",1
nigga vaccine woulda menthol flavored shut,2
"amy duncan anti-vaccine , anti-wearing mask , pro police . literally worst disney channel mom . stan tanya baxter , carey martin , theresa russo http : //t.co/jpnnn6btm7",0
"position official influence united state senator , ron johnson arrested knowingly disturbing false information life saving vaccine . ’ s reckless endangerment . lock !",0
person make covid vaccine n't hot,1
got 4th covid vaccine today . 💪🏾 http : //t.co/bydxequhqb,2
"’ t say clearly : year trust-destroying decision public health bureaucracy , lying side effect profile @ pfizer vaccine will damage ’ t fixed . data clear : many people will unpleasant side effect ...",1
"前倒しで輸入される分を含む４月末までのワクチンの輸入について、euの承認が今月中旬までに得られたとファイザー社から報告がありました。これにより、２月以降４月末までの累計で33,553箱が輸入されることとなります。",2
new : south africa approves india 's covishield coronavirus vaccine,1
"remember , nothing stop saying september new variant beat vaccine . nothing .",1
coronavirus vaccine dos given per 100 people . israel : 69 uae : 47 uk : 20 u : 13.3 spain : 4.7 poland : 4.6 italy : 4.5 germany : 4.1 eu : 4.1 france : 3.4 turkey : 3.3 canada : 3 china : 2.8 brazil : 1.9 saudi : 1.2 russia : 0.6 mexico : 0.5 india : 0.5 indonesia : 0.4 ( world data ),1
"weren ’ t president donald j trump , vaccine .",2
"vaccine rollouts begin , ford/lecce begin march break along rest mpp ’ s . many private school . public educator will still work , many exhausted stressed . # onpoli # onted 2 set rule , 2 set people .",1
"irresponsible statement ! vaccine things.they lifesaver end pandemic . people believe arrogance excessive confidence , ’ s really lack confidence . arrogant people insecure , often repel others evade question .",0
belgian pm trolling johnson covid vaccine 👀 http : //t.co/5krslqioge,2
"80 % senior received first vaccine . averaging well 3 million daily vaccine ( 3.35 million 7 day average , including 3.53 million reported today ) .",1
breaking : vice president harris received second dose moderna coronavirus vaccine .,2
"’ s year hospitalised covid oxford . today , walked past surgery mended back health . queue people waiting vaccine . know ’ s unbelievably tough year , sight hopeful see .",0
"lot useful idiot wetting excitement vaccine government programming last six month think solution . , 'll sticking t-cell immunity , thanks .",0
"today 's decision modi govt admission failure well letting state procure , incentive vaccine producer etc done month ago history will remember lost 3 month & amp ; thousand life incompetent & amp ; arrogant clown govt",0
`` vaccinated '' conservative brother come texas 're mom 's . screamed 'm insane & amp ; need follow science '' vaccine '' & amp ; 's listening `` crazy talk '' vaccine dangerous . chock one vaccine people .,0
"apparently costco now administering covid vaccine , great news . someone supposed 23 dos ?",1
senate democrat working quickly pas american rescue plan : deliver direct payment struggling american help small business recover fund distribution lifesaving vaccine message american simple : help way,1
're looking tweet someone astrazeneca vaccine running body big nh 💛,2
"2/ black people ’ s mistrust medicine public health well-deserved completely rational based done u , continue u . let say clearly : will 100 % vaccine . believe . trust .",1
"good news ! russian vaccine ( sputnik v ) phase 3 result 91 % efficacy preventing covid 100 % efficacy ( severe disease ) 2- dos , 3 wks apart . safe 20,000 volunteer studied may need ultra cold chain adenovirus vector technology huge potential ! http : //t.co/jcn5vp9mhr",1
"doctor cnn say ’ re going keep social distancing mask place vaccine ready , possibly long 24 month . personally sick trump ’ s rah-rah bullshit ’ s giving u every day . 1/",0
girl vaccine http : //t.co/zhdmqhusfy,2
"breaking : uk , u canada accuse russian group trying hack coronavirus vaccine research .",2
sorry ’ ve become little bored covid discussion lately . feel spent year documenting importance cellular immunity sun/vit d uneducated majority shout vaccine produce immunity . true science lost one ......,0
"dolly parton one major funders moderna ’ s coronavirus vaccine , proved nearly 95 percent effective early data http : //t.co/hxu5be9uku",1
india today take giant step towards decisively defeating covid-19 pandemic dcgi granting approval vaccine @ seruminstindia @ bharatbiotech . proud scientist made vaccine possible short span time .,1
"’ ve danced cage fat toad pub lincoln , ne .... vaccine need worry ’ s",2
"every doctor 's offered covid vaccine get . doctor know vaccine safe , protect infection , studied rigorously .",1
instead testing asymptomatic people twice week total waste time & amp ; money . dont let everybody uk home antibody test . will see term herd immunity vaccine & amp ; natural infection combined ? @ matthancock @ borisjohnson,0
heading second vaccine ! feel thirty birthday holiday combined .,2
"“ first ignore laugh fight , win. ” # vaccine http : //t.co/fvfmtjj7bl",1
taking vaccine getting vaccine passport . end .,2
new : approves oxford-astrazeneca coronavirus vaccine made skbio 🇰🇷 serum institute 🇮🇳,1
got first covid vaccine friday forgot take selfie . think 'll still work ?,1
compared hitler saying vaccine certification tricky legal policy issue,1
"'re describing ( herd immunity ) vaccine work . ! one yet ! achieve herd immunity , 'd need 70 % individual become infected # covid19 . happened compressed time frame , right now , result catastrophic . ( 8/16 )",1
agree ? kaduda-duda yung vaccine na kinuha ? http : //t.co/wctmikkqxp,2
sindh zero new polio case past 9 month alhamdullillah ! let ’ s keep momentum going . let ’ s stay course committed # polioeradication . remember accept # polio vaccine every time offered .,0
"elvis presley got polio vaccine front press 1956 . 1960 , annual incidence polio u decreased nearly 90 % . http : //t.co/zxgj9f3nnr",0
"american rescue plan passed ! proud help pas critical legislation help bring much-needed relief michigander securing : ✅ $ 1,400 stimulus check ✅funding help school safely reopen ✅funding ramp vaccine distribution",1
"watching grandparent struggle navigate covid-19 vaccination process , 14 year old benjamin kagan stepped help . didn ’ t stop . founded “ chicago vaccine angel ” helped 425 senior vaccinated . @ msnbc http : //t.co/cylxfmbhx9",1
"outrageous . use every tool disposal , including government manufacturing contracting necessary , make vaccine available everyone need . former pharma lobbyist azar stop putting profit ahead people 's life .",0
"mask/no mask , vaccine agree class reunion dead right ? family reunion 50/50 ?",1
monday booked vaccine 40+ spouse ontario 60+ mother nova scotia . let tell went . tl ; dr version : ontario = serious hunger game vibe . nova scotia = easiest thing done week . 1/,0
politician spent month downplaying # covid ’ s risk getting vaccinated front-line health care worker drive home little price pay hypocrisy—unlike listen ’ t vaccine . remedy ballot box .,0
people wearing disney ear vaccine appointment disneyland parking lot lmfaooooooooo,2
moderna covid-19 vaccine induced adverse reaction 'more half ' trial participant http : //t.co/xled719kxe,1
summary sars-cov-2 # vaccine ( mrna-1273 ) interim phase 1 data . read : http : //t.co/aiq34ullah # mrna http : //t.co/bvbyuwtkoy,1
"सुबह-सुबह की अच्छी ख़बर , पुणे के सीरम इंस्टीट्यूट से अहमदाबाद , दिल्ली के लिए वैक्सीन की पहली खेप तड़के 4.30 बजे रवाना हुई , वैक्सीन की खेप को रवाना करने से पहले बक़ायदा नारियल फोड़ा गया और गणपति बप्पा के जयकारे लगे . # vaccine http : //t.co/o1gthkurmh",2
’ s election day . don ’ t covid vaccine president claimed . go vote .,2
"# covid19 vaccine developed , must ‘ equitable affordable. ’ must * free * . country . people . must # peoplesvaccine .",1
— & gt ; & gt ; & gt ; cdc say * * seeing clotting moderna pfizer vaccine nearly 200 million dos .,1
"end week , operation warp speed , working fedex , ups , mckesson , will distribute 2.9 million dos safe effective coronavirus vaccine state territory across country million come week month ahead .",1
10 day second covid vaccine dose ! ’ m excited ! ! 😁 http : //t.co/9tdxa0ljmy,1
one vaccine side effect don ’ t talk enough immediate powerful boost mental health,1
isn ’ t crazy “ social distance two week hospital aren ’ t overwhelmed ” evolved “ social distance til 2022 vaccine developed ... ”,0
"last week , sent letter federal government fellow governor urging release million # covid19 vaccine dos held back trump administration . today , granted request . read : http : //t.co/elskhoplrb http : //t.co/rkyokxesry",1
"new & gt ; & gt ; @ adcouncil launch psa former president obama , bush , clinton carter urging vaccination . “ order rid pandemic , ’ s important fellow citizen vaccinated , ” say bush . “ vaccine mean hope , ” add obama . http : //t.co/s2a91blrjp",1
"need oversized vaccine hub gps fantastic job vaccinating local community ? delay aren ’ t caused gps , ’ re govt supply issue . doesn ’ t @ matthancock focus - leave gps ’ re brilliant ?",1
"dolly parton turned 75 week . year alone funded covid vaccine , starred christmas movie , launched book reading series , saved 9-yr old co-star 's life . birthday wish ? “ see kindness world. ” lady .. http : //t.co/cjdk46ofyn",1
"@ michaelgove indeed give go ahead vaccine passport pub etc , biggest shyster .. top mp record saying discriminatory british way , many others saying wouldn ’ t happen . prepared nation anger ..",1
’ m glad boris confirmed vaccine will voluntary .,1
"donald trump say president biden `` either telling truth , 's mentally gone '' based vaccine statement . @ gregkellyusa http : //t.co/vlt7z8drto http : //t.co/md7rph39hr",0
"presidente @ jairbolsonaro , por que sua esposa , michelle , recebeu $ 89 mil de fabrício queiroz e tá tempo pra posar caixa gigante de tratamento precoce ? http : //t.co/gtcxtbfi2d",2
finalized partnership walgreens cv deliver vaccine directly nursing home soon state request . http : //t.co/lbwwe7fqc6,1
"covid vaccine voluntary , mandatory .",2
"know 's good covid day ..... 1 . vaccinee hug , unmasked , blessed cdc 2 . descent case continues despite looming threat b.1.1.7 strain 3 . data keep coming vaccine overriding immune evasion property variant",1
’ m funny . fuck administering vaccine weekend . ’ s deadly disease killing u aren ’ t mon - sun 24/7 . ’ s bollix,0
"impressive interview dr alison astles , sister poor man died blood clot receiving az vaccine , # c4news now .",1
holy crapola ! trump promise “ vanquish vaccine . ”,2
"maharashtra : prime minister narendra modi arrives pune , will visit serum institute india review covid-19 vaccine development . http : //t.co/4jfr8viije",2
: thailand suspends use astrazeneca coronavirus vaccine,2
"one frontrunners race develop coronavirus vaccine , novavax inc. , will receive $ 1.6 billion govt ’ s operation warp speed program . will allow company conduct advanced human study . http : //t.co/4tsbpk3eak",1
"`` 15 day slow spread ! '' `` sorry , 30 day . '' `` never mind , two month . '' `` okay three month '' `` alright shut vaccine '' `` actually vaccine wo n't completely stop . let 's shut build corona-free colony mar . ''",0
"breaking : director office involved making coronavirus vaccine filing whistleblower complaint trump administration , saying firing retaliation questioned drug trump praised . say “ science , politics cronyism , lead way . ”",0
"feel grateful 59 day free community transmission . extended family uk going tough time , anxiously awaiting vaccine rollout .",0
"'s summer vaccine widely available everyone , argument vaccinated people restrict might spread covid people n't gotten vaccine ( entirely choice point ! ) going become completely untenable .",1
"saw headline ... covid-19 vaccine extremely effective , expert say mask-wearing still recommended protect others . 😂😂😂 ... 🤡 world .",1
ensuring safer peacekeeping . made india vaccine land denmark @ unpeacekeeping personnel . # vaccinemaitri http : //t.co/gmoqh8ygt4,2
"head anyone owe call , vaccine really knocked yesterday afternoon . owe ton folk call , 'm still feeling crummy please bear 'll back soon . http : //t.co/d5iqueax36",1
'll joining @ aymanm @ msnbc live minute discus call fbi investigate @ govrondesantis 's vaccine distribution political contribution .,0
"mcconnell ’ s position : - federal government manage covid prevention , treatment vaccine distribution - federal government help pay state ’ s white flag surrender virus .",2
ensuring covid-19 vaccine administered quickly top priority right now . will use resource personnel needed . ’ ve mobilized nc national guard provide support local health provider continue increase pace vaccination . - rc,1
"'re told respect scientist , scientist continue flip flop , lie public , push drug interest , promote buddy vaccine . still respect ? 's going take dr. feel-good sort !",2
covid vaccine dose # 2 ☑️ yes ’ s fauci shirt say vaccinated 😂 ’ t wait volunteer week & amp ; next week # vaccinate la ! 🥰 http : //t.co/pwgdkcuhof,2
"went morehouse dude used drink ice house incredible hulk , now online talking taking covid vaccine doesn ’ t know ’ s .... man ...",1
'm going continue wearing mask 'm sick vaccine distributed everyone . seem always need make least one trip store med contagious . wearing mask considerate thing . retweet 're going .,0
vaccine passport . thought allow craziness happen america . http : //t.co/zi1n1nix0m,2
pm say frustrated see vaccine administered faster . will discus premier thursday federal govt help done faster .,0
"often asked different vaccine efficacy trial track , report efficacy differently currently , preliminary result novavax j & amp ; j number matter ? look ? 's one set data track . simple table http : //t.co/9m2obgqcla",2
vaccine won ’ t effective unless moan ’ re giving,1
"twitch streamer prio vaccine , running daycare everyday .",0
restriction vaccine vaccine ?,1
"land chhatrapati shivaji maharaj , dr ambedkar & amp ; mahatma phule yet announce going provide free covid vaccine adult . & amp ; bihar already announced . cm @ officeofut hold head shame left ! ! # mahrashtra",1
bare people gon na taking vaccine undercover . pretending ’ re - come eating as .,1
"within year covid-19 pandemic coming india , scientist innovator worked hard vaccine cure pandemic . entire nation happy , opposition led congress filled anger , ridicule disdain .",1
study find vaccine work post vaccination selfie facebook http : //t.co/bun5zhhh0s,2
"heka lang ha , yang vaccine na dumating donated yan . nasan na ung inutang mo pambili ng vaccine ? bumili ka ba talaga ? o pinagawa nyo ng tarpaulin ? 😂 chareeeng .",2
"abundantly clear now astra zeneca vaccine far le safe led believe govt , making crude risk-benefit analysis , went ahead anyway . 've kept adverse effect news & amp ; spun story focus rare effect .",1
14 year-old telling make tik tok video vaccine terrible idea . 'm going embarrass . idea ? ask follower . make tik tok people vaccine ?,0
legend set 2021 .... zombie apocalypse failed vaccine ...... http : //t.co/hwjwddgfil,0
people insisted month trump lying vaccine one actually lying worth remembering,1
6th covid vaccine week http : //t.co/mfwzvormku,2
"wow found uncle turkey haven ’ t seen 8 year , passed away cause covid . pray ! please take vaccine seriously , save & amp ; loved one @ rterdogan , ’ t even pay proper respect uncle screw @ rterdogan",1
president @ realdonaldtrump announced 've reached agreement moderna manufacture deliver 100 million dos covid-19 vaccine candidate ! now 3 vaccine candidate phase 3—the final stage trial ! http : //t.co/nqoaprpkqe,2
"public entitled know , 'll say . currently , pharmacy across gta thousand astrazeneca vaccine will expire 're restricted vaccinating people 55 .",2
"new : half u adult expected least one dose covid-19 vaccine end week , vaccination continue current pace",0
disabled people trying figure qualify vaccine . http : //t.co/j6uwph7xsm,0
u ate louisiana don ’ t worry bout ’ s vaccine http : //t.co/usdh4mkqbz,2
"bharat exported 60 million vaccine dos 69 country till now & amp ; 85 million vaccine manufactured . nobody world will praise bharat , instead west use institution attack bharat fake propaganda . world didn ’ t take action china , world work !",0
simple question : immediately trust vaccine recommend trump administration ?,2
middle recording thing now @ noelking received news vaccine appointment rarely heard anyone happy . @ morningedition @ npr,1
"science international team . business british-swedish . really need , appropriate , spin development vaccine exclusively “ best british ” thing .",1
saying effect vaccine http : //t.co/ekaowa6kye,2
sooner later will find vaccine # coronavirus . vaccine climate change . europe need recovery plan designed future . # eplenary,2
"'s shame many will read tweet hoping read long enough , 'll eventually arrive sort clever point cheeky anecdote ... fact 've come way reminded vaccine work .",1
"reinfection & amp ; vaccine sensitivity—the concern now growing real . piece highlight big s africa 🇿🇦 cdc report shared earlier , antibody previously infected don ’ t recognize # b1351 variant 48 % patient . 🧵 # covid19 http : //t.co/01wy1i6uyp http : //t.co/mrnayzdgu2",1
summer plan vaccine : http : //t.co/attehvasfg,2
"going say something wildly step internet . bill gate . pledged quarter billion dollar effort develop covid-19 vaccine , result subject death threat plain evil theory . : microsoft word great .",0
"biden inheriting nonexistent covid-19 vaccine plan trump administration , source say | @ mj_lee http : //t.co/9m4k6tjvs7",2
"“ military make vaccine mandatory now emergency use authorization food drug administration ... ” law , congress change . regulation , president secretary defense . http : //t.co/zgecwir3sr",0
"vaccine work ? 70 % senior vaccine shot , covid er visit dropped 80 % .",2
http : //t.co/ah87lvmmid,2
"new poll , half republican men now say wo n't vaccine 's turn . yet call `` pro-life '' 🙄",0
possibly bad idea : set federal 1-800 number anyone call help finding vaccine ( 're eligible ) .,0
monthly town hall start 6:30pm ! month ’ s theme covid vaccine update . 💉 expert city state will joining answer constituent question . stream/event detail found official site social medium handle . see soon 👋🏽,1
'm moderna covid-19 vaccine ! 💉😷,2
15 day flatten curve even vaccine isn ’ t enough . smug bureaucrat grown emboldened compliance . unacceptable .,2
breaking : u now administered 50 million coronavirus vaccine dos,2
new covid-19 strain still able beaten covid-19 vaccine market . fear .,1
mask mandate . vaccine teacher . expansion medicaid . politically `` pro life '' `` let die '' policy . # txlege,2
"covid-19 vaccine update ! starting friday , april 2 , coloradan 16 will eligible receive pfizer vaccine 18 will eligible moderna johnson & amp ; johnson vaccine . huge step towards building back stronger colorado . http : //t.co/w9uicase56",1
"didn ’ t think kamala go : blocked covid-19 relief 9/10/2020 , including timely delivery vaccine .",2
wait ... dad knew needed vaccine deadly pandemic january still said going disappear month ?,0
goal @ realdonaldtrump 2nd term : ✅ rebuilt economy ✅ coronavirus vaccine ✅ conservative judge ✅ additional regulation slashed ✅ border wall completed ✅ infrastructure rebuilt ✅ new tax cut 's america re-elect president trump 6 day .,1
"joe biden taking credit vaccine reminds guy plagiarized way law school , oh wait",2
texas 46th nation vaccine rollout .,2
breaking : russia now hacking america ally steal covid-19 vaccine research . expect trump 's trend defending putin continue .,2
📍critical—read vaccine horror scenario “ jane goodall vaccine epidemiology ” . dr. jenna patterson american dedicated life global health & amp ; spent 8 year living & amp ; working sub-saharan africa age 27 . ➡️listen concern👇 # covid19,0
"soon 'll able vaccine iowa pharmacy one nebraska nebraska chose partner cdc . now 're getting really , really , really pissed nebraska 's response covid 's something wrong .",1
took govt india four day overrule @ rsprasad & amp ; agree @ rahulgandhi ! foreign vaccine given emergency approval -- sure friend rsp will announce u-turn unabashed & amp ; without retracting screed .,1
social security number saved note app need worry vaccine putting chip,1
boris say vaccine came capitalism & amp ; greed . wrong ( ) . 1 . capitalism ? massive high risk early stage public investment 2 . greed ? 's 's making thing go wrong . abandon ideology ( ignorance ) . article @ henrylsl http : //t.co/jhimjvyoos,0
